budget;genres;keywords;original_language;original_title;popularity;production_companies;release_date;revenue;status;vote_average;vote_count
12500000;"[{""id"": 80, ""name"": ""Crime""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";"[{""id"": 5565, ""name"": ""biography""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]";en;Casino Jack;6.546037;"[{""name"": ""An Olive Branch Productions"", ""id"": 8689}, {""name"": ""Rollercoaster Entertainment"", ""id"": 8690}, {""name"": ""Vortex Words Pictures"", ""id"": 8691}, {""name"": ""Hannibal Pictures"", ""id"": 8692}, {""name"": ""Trigger Street Productions"", ""id"": 11801}, {""name"": ""Bagman (2009)"", ""id"": 36028}, {""name"": ""MCG"", ""id"": 36029}]";16/09/2010;1083683;Released;6;94
12300000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 10751, ""name"": ""Family""}]";"[{""id"": 746, ""name"": ""vulkan""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1720, ""name"": ""tyrannosaurus rex""}, {""id"": 3521, ""name"": ""earthquake""}, {""id"": 6854, ""name"": ""primitive time""}, {""id"": 12616, ""name"": ""dinosaur""}]";en;The Land Before Time;28.670193;"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Sullivan Bluth Studios"", ""id"": 6422}, {""name"": ""U-Drive Productions"", ""id"": 20448}, {""name"": ""Universal City Studios"", ""id"": 69627}]";18/11/1988;84460846;Released;7;640
0;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]";"[{""id"": 41586, ""name"": ""archaeologist""}, {""id"": 158534, ""name"": ""korean war""}, {""id"": 158538, ""name"": ""north korea""}, {""id"": 158540, ""name"": ""south korea""}, {""id"": 158547, ""name"": ""air raid""}, {""id"": 158553, ""name"": ""pyre""}]";ko;태극기 휘날리며;9.572705;"[{""name"": ""Showbox Entertainment"", ""id"": 11420}]";05/02/2004;15;Released;7.4;133
12500000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]";"[{""id"": 1480, ""name"": ""baseball""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 10235, ""name"": ""family relationships""}]";en;The Perfect Game;0.903529;"[{""name"": ""HighRoad Entertainment"", ""id"": 19901}, {""name"": ""Prelude Pictures"", ""id"": 19902}, {""name"": ""Lone Runner Entertainment"", ""id"": 19903}, {""name"": ""Kenio Films"", ""id"": 19904}, {""name"": ""Perfect Game, The"", ""id"": 19905}]";01/04/2010;3878993;Released;6.3;30
8000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 2626, ""name"": ""exorcism""}, {""id"": 3649, ""name"": ""holy water""}, {""id"": 3684, ""name"": ""religion and supernatural""}, {""id"": 5569, ""name"": ""vomit""}, {""id"": 5950, ""name"": ""christian""}, {""id"": 9712, ""name"": ""possession""}, {""id"": 9754, ""name"": ""profanity""}, {""id"": 10093, ""name"": ""priest""}, {""id"": 10112, ""name"": ""ouija board""}, {""id"": 10138, ""name"": ""satan""}, {""id"": 11627, ""name"": ""paranormal phenomena""}, {""id"": 14659, ""name"": ""girl""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 18402, ""name"": ""strong language""}, {""id"": 179564, ""name"": ""disturbed child""}, {""id"": 179567, ""name"": ""crisis of faith""}, {""id"": 198435, ""name"": ""sfx""}]";en;The Exorcist;47.584643;"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Hoya Productions"", ""id"": 48184}]";26/12/1973;441306145;Released;7.5;2005
7000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}]";"[{""id"": 1495, ""name"": ""fishing""}, {""id"": 1913, ""name"": ""atlantic ocean""}, {""id"": 2069, ""name"": ""bathing""}, {""id"": 2580, ""name"": ""shipwreck""}, {""id"": 2993, ""name"": ""police chief""}, {""id"": 2996, ""name"": ""ferry boat""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 11280, ""name"": ""dolly zoom""}, {""id"": 15097, ""name"": ""shark""}, {""id"": 15098, ""name"": ""great white shark""}, {""id"": 223059, ""name"": ""animal horror""}]";en;Jaws;50.152327;"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Zanuck/Brown Productions"", ""id"": 1865}]";18/06/1975;470654000;Released;7.5;2542
11000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";"[{""id"": 3687, ""name"": ""graduation""}, {""id"": 6139, ""name"": ""innocence""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 33910, ""name"": ""high school student""}, {""id"": 44447, ""name"": ""pie""}, {""id"": 155722, ""name"": ""teen comedy""}, {""id"": 156777, ""name"": ""teenage sexuality""}, {""id"": 160140, ""name"": ""exchange student""}, {""id"": 167310, ""name"": ""sitting on a toilet""}, {""id"": 178649, ""name"": ""voyeurism""}, {""id"": 208445, ""name"": ""virginity""}, {""id"": 215404, ""name"": ""laxative""}, {""id"": 226226, ""name"": ""prom night""}]";en;American Pie;60.767168;"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Zide-Perry Productions"", ""id"": 3169}]";09/07/1999;235483004;Released;6.4;2296
12516654;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]";"[{""id"": 2161, ""name"": ""mouse""}, {""id"": 4048, ""name"": ""musician""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 10360, ""name"": ""prejudice""}, {""id"": 10468, ""name"": ""bear""}]";fr;Ernest et Célestine;11.103202;"[{""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""La Parti Productions"", ""id"": 2675}, {""name"": ""Les Armateurs"", ""id"": 6973}, {""name"": ""Melusine Productions"", ""id"": 13351}, {""name"": ""Maybe Movies"", ""id"": 27350}, {""name"": ""Gkids"", ""id"": 32853}]";12/12/2012;8109160;Released;7.6;142
25000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]";"[{""id"": 345, ""name"": ""monk""}, {""id"": 2438, ""name"": ""social worker""}, {""id"": 4391, ""name"": ""wretch""}, {""id"": 4558, ""name"": ""tibet""}, {""id"": 15001, ""name"": ""demon""}, {""id"": 156075, ""name"": ""evil""}, {""id"": 156091, ""name"": ""missing person""}, {""id"": 161279, ""name"": ""mysticism""}, {""id"": 217083, ""name"": ""reluctant hero""}]";en;The Golden Child;15.26213;"[{""name"": ""Paramount Pictures"", ""id"": 4}]";12/12/1986;79817939;Released;5.6;304
12000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]";"[{""id"": 5999, ""name"": ""advice""}, {""id"": 9673, ""name"": ""love""}, {""id"": 14534, ""name"": ""relationship""}, {""id"": 159753, ""name"": ""ensemble cast""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 182293, ""name"": ""turning the tables""}, {""id"": 182295, ""name"": ""reading a book""}, {""id"": 199688, ""name"": ""african american comedy""}]";en;Think Like a Man;6.035152;"[{""name"": ""Rainforest Films"", ""id"": 1309}]";16/04/2012;96070507;Released;6.9;281
12000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]";"[{""id"": 928, ""name"": ""hairdresser""}, {""id"": 1998, ""name"": ""shop""}, {""id"": 10226, ""name"": ""neighbor""}, {""id"": 11061, ""name"": ""debt""}, {""id"": 41153, ""name"": ""meeting""}, {""id"": 160488, ""name"": ""hoodlum""}]";en;Barbershop;10.297189;"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]";01/04/2002;75781642;Released;6.2;137
12000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 504, ""name"": ""uss enterprise""}, {""id"": 747, ""name"": ""genesis""}, {""id"": 1423, ""name"": ""asteroid""}, {""id"": 1430, ""name"": ""self sacrifice""}, {""id"": 1599, ""name"": ""midlife crisis""}, {""id"": 1613, ""name"": ""terraforming""}, {""id"": 1615, ""name"": ""simulator""}, {""id"": 1617, ""name"": ""cadet""}, {""id"": 1618, ""name"": ""radiation""}, {""id"": 5218, ""name"": ""uss reliant""}, {""id"": 5219, ""name"": ""ceti alpha v""}, {""id"": 6017, ""name"": ""genetics""}, {""id"": 161176, ""name"": ""space opera""}]";en;Star Trek II: The Wrath of Khan;22.434102;"[{""name"": ""Paramount Pictures"", ""id"": 4}]";03/06/1982;96800000;Released;7.3;675
15000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 9648, ""name"": ""Mystery""}]";"[{""id"": 630, ""name"": ""dolphin""}, {""id"": 6732, ""name"": ""mascot""}, {""id"": 155790, ""name"": ""private detective""}, {""id"": 208152, ""name"": ""pets""}]";en;Ace Ventura: Pet Detective;41.249004;"[{""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Morgan Creek Productions"", ""id"": 10210}]";04/02/1994;107217396;Released;6.4;1648
12000000;"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]";"[{""id"": 282, ""name"": ""video game""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 1812, ""name"": ""fbi""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 2157, ""name"": ""hacker""}, {""id"": 3246, ""name"": ""prosecution""}, {""id"": 4284, ""name"": ""norad""}, {""id"": 6086, ""name"": ""government""}, {""id"": 6104, ""name"": ""computer""}, {""id"": 156767, ""name"": ""nuclear threat""}]";en;WarGames;23.161754;"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Sherwood Productions"", ""id"": 8791}]";03/06/1983;79567667;Released;7;504
12000000;"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 417, ""name"": ""corruption""}, {""id"": 703, ""name"": ""detective""}, {""id"": 796, ""name"": ""police brutality""}, {""id"": 8447, ""name"": ""amish""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 208590, ""name"": ""barn raising""}, {""id"": 236294, ""name"": ""lancaster, pa""}]";en;Witness;19.195399;"[{""name"": ""Paramount Pictures"", ""id"": 4}]";08/02/1985;68706993;Released;7;375
12000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10752, ""name"": ""War""}]";"[{""id"": 339, ""name"": ""submarine""}, {""id"": 3588, ""name"": ""navy""}, {""id"": 10503, ""name"": ""scuba diving""}, {""id"": 11115, ""name"": ""heroism""}, {""id"": 11219, ""name"": ""navy seal""}, {""id"": 13132, ""name"": ""pistol""}, {""id"": 15038, ""name"": ""secret plot""}, {""id"": 158372, ""name"": ""military life""}, {""id"": 161516, ""name"": ""valor""}, {""id"": 161520, ""name"": ""terrorist plot""}, {""id"": 161521, ""name"": ""navy life""}, {""id"": 161530, ""name"": ""national security""}, {""id"": 161534, ""name"": ""pregnant wife""}, {""id"": 161536, ""name"": ""silver star""}, {""id"": 161538, ""name"": ""counter plot""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]";en;Act of Valor;21.958055;"[{""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Bandito Brothers"", ""id"": 8403}]";24/02/2012;81272766;Released;6.3;417
12000000;"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 80, ""name"": ""Crime""}]";"[{""id"": 246, ""name"": ""dancing""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 1691, ""name"": ""dance""}, {""id"": 2672, ""name"": ""baltimore""}, {""id"": 8734, ""name"": ""art school""}, {""id"": 187056, ""name"": ""woman director""}]";en;Step Up;45.477802;"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Offspring Entertainment"", ""id"": 2378}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Eketahuna LLC"", ""id"": 74192}]";11/08/2006;114194847;Released;6.7;1060
12000000;"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}]";"[{""id"": 521, ""name"": ""washington d.c.""}, {""id"": 585, ""name"": ""casino""}, {""id"": 612, ""name"": ""hotel""}, {""id"": 1670, ""name"": ""sun""}, {""id"": 2136, ""name"": ""television""}, {""id"": 2700, ""name"": ""sperm""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 14570, ""name"": ""las vegas""}, {""id"": 156788, ""name"": ""swat team""}, {""id"": 161919, ""name"": ""adult animation""}, {""id"": 167043, ""name"": ""road movie""}]";en;Beavis and Butt-Head Do America;12.60629;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Geffen Pictures"", ""id"": 360}, {""name"": ""MTV Films"", ""id"": 746}]";15/12/1996;0;Released;6.5;168
12000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10749, ""name"": ""Romance""}]";"[{""id"": 822, ""name"": ""airport""}, {""id"": 1449, ""name"": ""underworld""}, {""id"": 2001, ""name"": ""arms deal""}, {""id"": 6110, ""name"": ""weapon""}, {""id"": 6149, ""name"": ""police""}, {""id"": 14964, ""name"": ""drug""}]";en;Jackie Brown;40.631671;"[{""name"": ""Miramax Films"", ""id"": 14}]";24/12/1997;39673162;Released;7.3;1514
12000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]";"[{""id"": 949, ""name"": ""terrorist""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]";en;Harold & Kumar Escape from Guantanamo Bay;26.219598;"[{""name"": ""New Line Cinema"", ""id"": 12}]";25/04/2008;43493123;Released;6.2;497
15000000;"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 2350, ""name"": ""seattle""}, {""id"": 5086, ""name"": ""telekinesis""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9957, ""name"": ""loneliness""}, {""id"": 10216, ""name"": ""outcast""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 12105, ""name"": ""student""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 33637, ""name"": ""superpower""}, {""id"": 163053, ""name"": ""found footage""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 207691, ""name"": ""abuse""}, {""id"": 224279, ""name"": ""bittersweet""}]";en;Chronicle;64.504747;"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Adam Schroeder Productions"", ""id"": 43394}]";01/02/2012;145000000;Released;6.6;1935
12000000;"[{""id"": 10402, ""name"": ""Music""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";"[{""id"": 5948, ""name"": ""studies""}, {""id"": 6027, ""name"": ""music""}, {""id"": 18118, ""name"": ""disguise""}, {""id"": 156455, ""name"": ""unhappiness""}, {""id"": 185413, ""name"": ""boys' school""}, {""id"": 187056, ""name"": ""woman director""}]";en;Yentl;3.389249;"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Barwood Films"", ""id"": 3645}, {""name"": ""Ladbroke"", ""id"": 8845}]";18/11/1983;30400000;Released;6.2;51
5000000;"[{""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}]";"[{""id"": 1454, ""name"": ""treasure""}, {""id"": 1969, ""name"": ""map""}, {""id"": 2343, ""name"": ""magic""}, {""id"": 4379, ""name"": ""time travel""}, {""id"": 4388, ""name"": ""titanic""}, {""id"": 4392, ""name"": ""cage""}, {""id"": 10028, ""name"": ""steampunk""}, {""id"": 10166, ""name"": ""minotaur""}, {""id"": 10183, ""name"": ""independent film""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 11117, ""name"": ""tank""}, {""id"": 11728, ""name"": ""burglary""}]";en;Time Bandits;14.779537;"[{""name"": ""Handmade Films Ltd."", ""id"": 146}]";13/07/1981;42365581;Released;6.6;249
12000000;"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]";"[{""id"": 246, ""name"": ""dancing""}, {""id"": 515, ""name"": ""women""}, {""id"": 572, ""name"": ""sex""}, {""id"": 1005, ""name"": ""karaoke""}, {""id"": 1566, ""name"": ""dream""}, {""id"": 2032, ""name"": ""pop singer""}, {""id"": 2389, ""name"": ""virgin""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 3687, ""name"": ""graduation""}, {""id"": 5091, ""name"": ""kiss""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 11511, ""name"": ""unfaithful boyfriend""}, {""id"": 11612, ""name"": ""hospital""}, {""id"": 12990, ""name"": ""singing""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14659, ""name"": ""girl""}, {""id"": 15161, ""name"": ""rebellious daughter""}, {""id"": 15291, ""name"": ""on the road""}, {""id"": 15300, ""name"": ""father daughter relationship""}, {""id"": 33455, ""name"": ""chick flick""}, {""id"": 33922, ""name"": ""pop music""}, {""id"": 33928, ""name"": ""audition""}, {""id"": 173186, ""name"": ""teenage pregnancy""}, {""id"": 181109, ""name"": ""mother daughter estrangement""}, {""id"": 184355, ""name"": ""implied rape""}, {""id"": 187056, ""name"": ""woman director""}, {""id"": 189092, ""name"": ""journey""}, {""id"": 191428, ""name"": ""song writing""}]";en;Crossroads;6.703319;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""MTV Films"", ""id"": 746}]";15/02/2002;61141030;Released;4.7;158
12000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]";"[{""id"": 2016, ""name"": ""vandalism""}, {""id"": 6270, ""name"": ""high school""}, {""id"": 8181, ""name"": ""swimming pool""}, {""id"": 8508, ""name"": ""party""}, {""id"": 11870, ""name"": ""teen movie""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 15162, ""name"": ""dog""}, {""id"": 33910, ""name"": ""high school student""}, {""id"": 160517, ""name"": ""fake documentary""}, {""id"": 171134, ""name"": ""sex doll""}, {""id"": 182145, ""name"": ""lime""}, {""id"": 182147, ""name"": ""underwater photography""}, {""id"": 182148, ""name"": ""bouncy castle""}, {""id"": 182163, ""name"": ""flash grenade""}]";en;Project X;49.070321;"[{""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Green Hat Films"", ""id"": 3527}]";01/03/2012;100000000;Released;6.5;1564
12000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]";"[{""id"": 1402, ""name"": ""general""}, {""id"": 1956, ""name"": ""world war ii""}, {""id"": 4299, ""name"": ""normandy""}, {""id"": 5565, ""name"": ""biography""}, {""id"": 6165, ""name"": ""historical figure""}, {""id"": 9156, ""name"": ""d-day""}, {""id"": 11110, ""name"": ""dead soldier""}, {""id"": 11117, ""name"": ""tank""}, {""id"": 11139, ""name"": ""steel helmet""}, {""id"": 40850, ""name"": ""destiny""}, {""id"": 213798, ""name"": ""allies""}]";en;Patton;21.933822;"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]";25/01/1970;89800000;Released;7.3;323
12000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 739, ""name"": ""sexual abuse""}, {""id"": 922, ""name"": ""hotel room""}, {""id"": 1332, ""name"": ""cheating""}, {""id"": 1545, ""name"": ""supermarket""}, {""id"": 2060, ""name"": ""penalty""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 4728, ""name"": ""knife""}, {""id"": 5732, ""name"": ""birthday party""}, {""id"": 6025, ""name"": ""photography""}, {""id"": 6844, ""name"": ""stalker""}, {""id"": 8517, ""name"": ""photo lab""}, {""id"": 9937, ""name"": ""suspense""}, {""id"": 167310, ""name"": ""sitting on a toilet""}, {""id"": 170344, ""name"": ""imagination""}, {""id"": 178649, ""name"": ""voyeurism""}, {""id"": 231641, ""name"": ""unfaithful husband""}]";en;One Hour Photo;20.624896;"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Catch 23 Entertainment"", ""id"": 7053}]";21/08/2002;52223306;Released;6.6;435
12000000;"[{""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 6898, ""name"": ""quarantine""}, {""id"": 9714, ""name"": ""remake""}, {""id"": 13424, ""name"": ""tv reporter""}, {""id"": 163053, ""name"": ""found footage""}, {""id"": 188957, ""name"": ""virus""}]";en;Quarantine;8.083995;"[{""name"": ""Vertigo Entertainment"", ""id"": 829}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Andale Pictures"", ""id"": 22791}]";10/10/2008;40855419;Released;5.5;339
12000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]";"[{""id"": 1156, ""name"": ""sister sister relationship""}, {""id"": 1741, ""name"": ""blindness and impaired vision""}, {""id"": 2480, ""name"": ""eye operation""}, {""id"": 2481, ""name"": ""eyesight""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4484, ""name"": ""eye""}, {""id"": 5783, ""name"": ""classical music""}, {""id"": 5923, ""name"": ""sister""}, {""id"": 8047, ""name"": ""eye specialist""}, {""id"": 9714, ""name"": ""remake""}]";en;The Eye;11.135734;"[{""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""VN Productions"", ""id"": 4622}]";01/02/2008;56309766;Released;5.5;281
12000000;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]";[];en;Johnson Family Vacation;4.623609;"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Bird and a Bear Entertainment"", ""id"": 4342}, {""name"": ""Hallway Pictures"", ""id"": 11051}, {""name"": ""Catch Productions"", ""id"": 11052}]";07/04/2004;31179516;Released;4.7;30
12000000;"[{""id"": 35, ""name"": ""Comedy""}]";"[{""id"": 1337, ""name"": ""carpet""}, {""id"": 1667, ""name"": ""pimp""}, {""id"": 2463, ""name"": ""harvard university""}, {""id"": 4523, ""name"": ""joint""}, {""id"": 8224, ""name"": ""cannabis""}, {""id"": 11870, ""name"": ""teen movie""}, {""id"": 13160, ""name"": ""university""}, {""id"": 15000, ""name"": ""person on fire""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 54610, ""name"": ""dove""}, {""id"": 160450, ""name"": ""dean""}, {""id"": 162836, ""name"": ""weed+""}, {""id"": 163968, ""name"": ""marijuana joint""}, {""id"": 166734, ""name"": ""smoke""}, {""id"": 168179, ""name"": ""drug deal""}, {""id"": 169064, ""name"": ""canon""}, {""id"": 171235, ""name"": ""pot head""}, {""id"": 171236, ""name"": ""smoke ring""}, {""id"": 171238, ""name"": ""pill bottle""}, {""id"": 171241, ""name"": ""doves""}, {""id"": 171244, ""name"": ""baby powder""}, {""id"": 171247, ""name"": ""grave robbing""}, {""id"": 171251, ""name"": ""corpse in coffin""}, {""id"": 171252, ""name"": ""pillbox""}, {""id"": 171401, ""name"": ""pot""}]";en;How High;11.510281;"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Jersey Films"", ""id"": 216}, {""name"": ""Native Pictures Productions"", ""id"": 45689}]";21/12/2001;31155435;Released;6.3;218
0;"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 18, ""name"": ""Drama""}]";"[{""id"": 65, ""name"": ""holiday""}, {""id"": 2964, ""name"": ""future""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 6162, ""name"": ""past""}, {""id"": 33966, ""name"": ""scrooge""}, {""id"": 161174, ""name"": ""christmas carol""}, {""id"": 180975, ""name"": ""charles dickens""}, {""id"": 207317, ""name"": ""christmas""}]";en;The Muppet Christmas Carol;15.085981;"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jim Henson Company, The"", ""id"": 6254}]";10/12/1992;27281507;Released;7.2;212
12000000;"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]";"[{""id"": 437, ""name"": ""painter""}, {""id"": 2038, ""name"": ""love of one's life""}, {""id"": 158558, ""name"": ""disabled""}, {""id"": 187056, ""name"": ""woman director""}]";en;Frida;18.422327;"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Ventanarosa Productions"", ""id"": 689}, {""name"": ""Handprint Entertainment"", ""id"": 690}]";29/08/2002;56298474;Released;7.3;383
12000000;"[{""id"": 99, ""name"": ""Documentary""}, {""id"": 10402, ""name"": ""Music""}]";"[{""id"": 187056, ""name"": ""woman director""}]";en;Katy Perry: Part of Me;8.410688;"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""MTV Films"", ""id"": 746}, {""name"": ""Insurge Pictures"", ""id"": 7377}]";28/06/2012;32726956;Released;6.5;85
12000000;"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]";"[{""id"": 587, ""name"": ""amsterdam""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 825, ""name"": ""support group""}, {""id"": 10163, ""name"": ""cancer""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 165086, ""name"": ""star crossed lovers""}, {""id"": 193400, ""name"": ""teen drama""}, {""id"": 210429, ""name"": ""oxygen tank""}, {""id"": 223438, ""name"": ""based on young adult novel""}]";en;The Fault in Our Stars;74.358971;"[{""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Temple Hill Entertainment"", ""id"": 12292}, {""name"": ""TSG Entertainment"", ""id"": 22213}]";16/05/2014;307166834;Released;7.6;3759
